taxon_id,name,preferred_common_name,rank,iconic_taxon_name,observations_count
78127,Muehlenbeckia hastulata,wirevine,species,Plantae,2
83257,Ocimum campechianum,wild sweet basil,species,Plantae,2
120008,Ludwigia decurrens,Wingleaf Primrose-Willow,species,Plantae,2
126300,Ipomoea hederifolia,scarlet creeper,species,Plantae,2
127387,Codiaeum variegatum,Variegated Croton,species,Plantae,2
127936,Chiococca alba,West Indian milkberry,species,Plantae,2
134205,Senna bicapsularis,Money Bush,species,Plantae,2
135688,Podocarpus nubigenus,Chilean totara,species,Plantae,2
141278,Tillandsia geminiflora,,species,Plantae,2
142803,Lophosoria quadripinnata,diamondleaf fern,species,Plantae,2
147998,Calceolaria tripartita,gold purse,species,Plantae,2
159110,Axonopus compressus,broadleaf carpetgrass,species,Plantae,2
159361,Bouteloua simplex,Matted Grama,species,Plantae,2
159681,Callisia repens,Turtle Vine,species,Plantae,2
162123,Dryopteris wallichiana,Wallich's wood fern,species,Plantae,2
162969,Ficus americana,West Indian Laurel Fig,species,Plantae,2
164215,Jacquemontia tamnifolia,Hairy cluster-vine,species,Plantae,2
164426,Lantana velutina,Velvet Lantana,species,Plantae,2
167517,Psilotum nudum,skeleton fork fern,species,Plantae,2
168404,Salvinia auriculata,Eared Watermoss,species,Plantae,2
168922,Sida acuta,Spinyhead Sida,species,Plantae,2
169583,Tectaria incisa,incised halberd fern,species,Plantae,2
183247,Aextoxicon punctatum,olivillo,species,Plantae,2
200023,Soliva anthemifolia,Button Burweed,species,Plantae,2
200050,Acmella repens,Oppositeleaf Spotflower,species,Plantae,2
210079,Zanthoxylum riedelianum,,species,Plantae,2
243637,Lantana horrida,,species,Plantae,2
260753,Heliconia psittacorum,Parrot's Beak,species,Plantae,2
273857,Bocconia integrifolia,Entire-leaved Tree Celandine,species,Plantae,2
275340,Euphorbia cotinifolia,Mexican shrubby spurge,species,Plantae,2
275610,Adiantum latifolium,broadleaf maidenhair,species,Plantae,2
279260,Alternanthera ficoidea,sanguinaria,species,Plantae,2
285787,Nymphaea prolifera,,species,Plantae,2
286239,Palicourea crocea,Cachimbo,species,Plantae,2
287893,Inga affinis,,species,Plantae,2
288649,Brickellia diffusa,,species,Plantae,2
288693,Schistocarpha eupatorioides,,species,Plantae,2
289587,Salmea scandens,,species,Plantae,2
292150,Piper hispidum,,species,Plantae,2
327287,Acmella ciliata,,species,Plantae,2
327754,Oxalis triangularis,false shamrock,species,Plantae,2
332442,Annona mucosa,Biriba,species,Plantae,2
356250,Sagittaria rhombifolia,Amazon Sword Plant,species,Plantae,2
363597,Senecio tamoides,Canary creeper,species,Plantae,2
427503,Dichorisandra thyrsiflora,Blue ginger,species,Plantae,2
431518,Puya alpestris,Sapphire tower,species,Plantae,2
468336,Handroanthus chrysotrichus,Golden trumpet tree,species,Plantae,2
509178,Oxalis lasiopetala,,species,Plantae,2
524223,Bromelia antiacantha,wild banana,species,Plantae,2
525874,Chusquea quila,Taihuen,species,Plantae,2
543078,Glandularia dissecta,,species,Plantae,2
549251,Justicia axillaris,,species,Plantae,2
635472,Ranunculus trullifolius,ladle-leaved buttercup,species,Plantae,2
793977,Gloxinia erinoides,,species,Plantae,2
803699,Hippeastrum glaucescens,,species,Plantae,2
860675,Sticherus cryptocarpus,Coral fern,species,Plantae,2
880817,Oxalis rhombeo-ovata,,species,Plantae,2
883069,Hymenophyllum tortuosum,Twisted filmy-fern,species,Plantae,2
898882,Euphrasia subexserta,,species,Plantae,2
922303,Trixis proustioides,,species,Plantae,2
924673,Ipheion tweedieanum,,species,Plantae,2
925474,Acaena pumila,Dwarf prickly-burr,species,Plantae,2
939085,Lepidaploa remotiflora,,species,Plantae,2
975323,Onoseris hastata,,species,Plantae,2
993570,Distimake macrocalyx,,species,Plantae,2
1013814,Campomanesia guaviroba,,species,Plantae,2
1014428,Begonia fruticosa,,species,Plantae,2
1023190,Stellaria debilis,Native stichwort,species,Plantae,2
1031922,Brachystele camporum,,species,Plantae,2
1072124,Nectandra lanceolata,,species,Plantae,2
1090203,Baccharis tridentata,,species,Plantae,2
1113011,Pleroma mutabile,,species,Plantae,2
1117609,Pleroma heteromallum,silverleafed princess flower,species,Plantae,2
1146709,Buddleja angusticarpa,,species,Plantae,2
1149375,Culcitium tenellum,,species,Plantae,2
1197044,Pachystachys azaleiflora,,species,Plantae,2
1235198,Palicourea macrobotrys,,species,Plantae,2
1264656,Zephyranthes gracilifolia,,species,Plantae,2
1275881,Podostemum comatum,,species,Plantae,2
1367415,Metrosideros stipularis,Tepu,species,Plantae,2
1418314,Gamocarpha graminea,,species,Plantae,2
1425326,Ruehssia altissima,,species,Plantae,2
1429277,Krapovickasia urticifolia,,species,Plantae,2
1432914,Senecio belenensis,,species,Plantae,2
1433105,Senecio diemii,,species,Plantae,2
1436805,Funastrum flavum,,species,Plantae,2
1441364,Myrcia glomerata,,species,Plantae,2
1545728,Erechtites albiflorus,,species,Plantae,2
51832,Hippeastrum reginae,Mexican Lily,species,Plantae,1
52328,Amaranthus cruentus,Red amaranth,species,Plantae,1
53143,Madia sativa,coast tarweed,species,Plantae,1
53778,Santolina chamaecyparissus,Lavender-cotton,species,Plantae,1
61839,Oxalis latifolia,Garden pink-sorrel,species,Plantae,1
62811,Carica papaya,Papaya,species,Plantae,1
62942,Ipomoea triloba,Littlebell,species,Plantae,1
64208,Symphyotrichum subulatum,annual saltmarsh aster,species,Plantae,1
68293,Polytrichum commune,Common Haircap Moss,species,Plantae,1
75602,Asclepias curassavica,tropical milkweed,species,Plantae,1
75833,Boerhavia coccinea,scarlet spiderling,species,Plantae,1
77562,Juncus cyperoides,bolivian rush,species,Plantae,1
77779,Lindernia dubia,Yellowseed False Pimpernel,species,Plantae,1
77835,Lonicera japonica,Japanese honeysuckle,species,Plantae,1
83908,Cordia superba,,species,Plantae,1
118916,Marsypianthes chamaedrys,,species,Plantae,1
119099,Jatropha gossypiifolia,Bellyache Bush,species,Plantae,1
122965,Ananas comosus,pineapple,species,Plantae,1
135480,Ephedra breana,Pingo-pingo,species,Plantae,1
135488,Ephedra rupestris,,species,Plantae,1
137239,Pleopeltis macrocarpa,Bigfruit Scaly Polypody,species,Plantae,1
138576,Senna macranthera,,species,Plantae,1
154852,Pachira aquatica,provision tree,species,Plantae,1
158226,Alternanthera brasiliana,Ruby Leaf,species,Plantae,1
162702,Eryngium foetidum,Mexican Culantro,species,Plantae,1
163352,Gossypium barbadense,Sea Island Cotton,species,Plantae,1
163471,Gynerium sagittatum,,species,Plantae,1
163640,Heliconia latispatha,Expanded Lobsterclaw,species,Plantae,1
164010,Hypochaeris microcephala,white cat's ear,species,Plantae,1
164095,Ipomoea pubescens,Silky Morning Glory,species,Plantae,1
164103,Ipomoea trifida,threefork morning glory,species,Plantae,1
164411,Laennecia sophiifolia,Leafy Horseweed,species,Plantae,1
164427,Laportea aestuans,West Indian woodnettle,species,Plantae,1
165303,Mentzelia aspera,tropical blazingstar,species,Plantae,1
167270,Polypogon elongatus,Streambank Rabbitsfoot Grass,species,Plantae,1
169502,Syngonium angustatum,fivefingers,species,Plantae,1
202319,Palicourea guianensis,showy cappel,species,Plantae,1
202341,Cyperus hermaphroditus,hermaphrodite flatsedge,species,Plantae,1
204923,Agave vivipara,,species,Plantae,1
243778,Sisyrinchium laxum,Veined Yellow-eyed Grass,species,Plantae,1
273932,Begonia fischeri,Fischer's begonia,species,Plantae,1
276853,Limnocharis laforestii,,species,Plantae,1
277315,Tradescantia zanonia,Cohitre Blanco,species,Plantae,1
277804,Jacquemontia sphaerostigma,,species,Plantae,1
278678,Phenax sonneratii,Asian ghostweed,species,Plantae,1
280336,Gamochaeta simplicicaulis,singlestem everlasting,species,Plantae,1
280343,Koanophyllon solidaginoides,,species,Plantae,1
281661,Bidens reptans,,species,Plantae,1
282341,Euphorbia lasiocarpa,Roadside Sandmat,species,Plantae,1
284040,Spathiphyllum wallisii,Peace Lily,species,Plantae,1
284894,Ipomoea rubens,Water Morning-glory,species,Plantae,1
286026,Muehlenbeckia tamnifolia,,species,Plantae,1
286494,Pilea hyalina,,species,Plantae,1
288306,Eragrostis tenuifolia,Elastic Grass,species,Plantae,1
288462,Delilia biflora,,species,Plantae,1
289076,Hebeclinium macrophyllum,,species,Plantae,1
289566,Chaptalia runcinata,,species,Plantae,1
291430,Heliopsis buphthalmoides,,species,Plantae,1
327361,Hippeastrum reticulatum,Netted-veined amaryllis,species,Plantae,1
335157,Clerodendrum chinense,Chinese Glorybower,species,Plantae,1
338819,Diphasiastrum thyoides,,species,Plantae,1
344725,Ruellia makoyana,monkey plant,species,Plantae,1
346408,Pachira glabra,saba nut tree,species,Plantae,1
348760,Hippeastrum striatum,Striped Barbados Lily,species,Plantae,1
357827,Tilesia baccata,,species,Plantae,1
363773,Poa flabellata,Tussac-grass,species,Plantae,1
404646,Paronychia brasiliana,Brazilian Whitlow,species,Plantae,1
406068,Solanum crispum,Chilean potato vine,species,Plantae,1
416509,Gaultheria antarctica,Antarctic mountainberry,species,Plantae,1
425920,Gomesa flexuosa,dancing ladies orchid,species,Plantae,1
431480,Poecilanthe parviflora,,species,Plantae,1
551431,Handroanthus ochraceus,golden trumpet tree,species,Plantae,1
557708,Pasithea caerulea,azulillo,species,Plantae,1
570275,Xylopia brasiliensis,,species,Plantae,1
571198,Escallonia hypoglauca,,species,Plantae,1
636260,Rumex magellanicus,Southern dock,species,Plantae,1
707583,Colobanthus subulatus,Emerald-bog,species,Plantae,1
712411,Calceolaria tenella,,species,Plantae,1
716759,Lycianthes repens,,species,Plantae,1
717918,Urtica echinata,,species,Plantae,1
718894,Tourrettia lappacea,,species,Plantae,1
746906,Mutisia subulata,,species,Plantae,1
765217,Gaultheria tenuifolia,,species,Plantae,1
774126,Erodium geoides,Argentine Stork's-bill,species,Plantae,1
778062,Valeriana sedifolia,Valarian-bog,species,Plantae,1
781644,Ruellia blechum,Browne's blechum,species,Plantae,1
790339,Cerastium humifusum,,species,Plantae,1
793896,Famatinanthus decussatus,,species,Plantae,1
806753,Calceolaria pinifolia,,species,Plantae,1
808361,Citharexylum myrianthum,,species,Plantae,1
829080,Mikania banisteriae,,species,Plantae,1
847698,Billbergia distachia,,species,Plantae,1
852081,Moquiniastrum polymorphum,,species,Plantae,1
853676,Oreobolus obtusangulus,,species,Plantae,1
860937,Tradescantia cymbispatha,,species,Plantae,1
866504,Erigeron laevigatus,Manzanilla Horseweed,species,Plantae,1
880101,Schinus meyeri,,species,Plantae,1
884445,Guzmania conifera,,species,Plantae,1
885826,Acaena lucida,Native yarrow,species,Plantae,1
888020,Baccharis alpina,,species,Plantae,1
901004,Grazielia serrata,,species,Plantae,1
903046,Zephyranthes filifolia,,species,Plantae,1
903399,Plantago orbignyana,,species,Plantae,1
904525,Escallonia serrata,,species,Plantae,1
905030,Baccharis rhomboidalis,,species,Plantae,1
925460,Acaena antarctica,Antarctic prickly-burr,species,Plantae,1
925920,Poa alopecurus,,species,Plantae,1
963947,Hieracium commersonii,,species,Plantae,1
966361,Hypochaeris elata,,species,Plantae,1
969057,Esenbeckia febrifuga,,species,Plantae,1
976513,Carex acaulis,Small dusky sedge,species,Plantae,1
978772,Lagenophora nudicaulis,Dwarf daisy,species,Plantae,1
982307,Chusquea lorentziana,,species,Plantae,1
985459,Lucilia kunthiana,,species,Plantae,1
1010131,Senecio otites,,species,Plantae,1
1023178,Austrolycopodium alboffii,,species,Plantae,1
1023197,Carex delacosta,Hook sedge,species,Plantae,1
1041782,Sphaeralcea crispa,,species,Plantae,1
1046772,Sanderella discolor,,species,Plantae,1
1051364,Bidens tenera,,species,Plantae,1
1091121,Sisyrinchium hasslerianum,,species,Plantae,1
1097462,Piptocarpha sellovii,,species,Plantae,1
1099065,Prosopidastrum dehiscens,,species,Plantae,1
1099250,Vriesea philippocoburgi,,species,Plantae,1
1117840,Schinus ferox,,species,Plantae,1
1117849,Schinus myrtifolia,,species,Plantae,1
1139387,Plinia trunciflora,,species,Plantae,1
1149341,Culcitium dasyphyllum,,species,Plantae,1
1149352,Culcitium gilliesii,,species,Plantae,1
1178149,Glandularia subincana,,species,Plantae,1
1194870,Hieracium magellanicum,Antarctic hawkweed,species,Plantae,1
1197277,Adesmia pseudogrisea,,species,Plantae,1
1243516,Aldama tuberosa,,species,Plantae,1
1250122,Vernonanthura brasiliana,,species,Plantae,1
1266266,Digitaria sacchariflora,,species,Plantae,1
1293231,Miconia crenata,Koster's curse,species,Plantae,1
1312293,Serjania ampelopsis,,species,Plantae,1
1340286,Senecio pachyphyllos,,species,Plantae,1
1353278,Tragia pinnata,,species,Plantae,1
1358028,Galianthe palustris,,species,Plantae,1
1358675,Ipomoea subrevoluta,,species,Plantae,1
1363873,Alchemilla parodii,,species,Plantae,1
1409178,Hypolepis poeppigii,Bramble-fern,species,Plantae,1
1429280,Holocheilus schulzii,,species,Plantae,1
1430547,Myrciaria delicatula,,species,Plantae,1
1430607,Solanum olympicum,,species,Plantae,1
1432225,Eryngium juncifolium,,species,Plantae,1
1432778,Zephyranthes elwesii,,species,Plantae,1
1433081,Senecio colu-huapiensis,,species,Plantae,1
1433867,Senecio maeviae,,species,Plantae,1
1448005,Solanum neei,,species,Plantae,1
1457230,Plantago dielsiana,,species,Plantae,1
1487805,Baccharis montana,,species,Plantae,1
1551513,Cyperus melanostachyus,Black Flatsedge,species,Plantae,1
1555379,Soliva mexicana,Mexican brassbuttons,species,Plantae,1
1569127,Senega paniculata,rootbeer plant,species,Plantae,1
1569216,Senega adenophylla,,species,Plantae,1
